city_name,makat,route_short_name,direction,agency_name
נהריה,23050,50,2,נתיב אקספרס
עכו,24060,60,1,נתיב אקספרס
בוסתן הגליל,24060,60,1,נתיב אקספרס
מטה אשר,24060,60,1,נתיב אקספרס
שמרת,24060,60,1,נתיב אקספרס
לוחמי הגיטאות,24060,60,1,נתיב אקספרס
לוחמי הגיטאות,24060,60,2,נתיב אקספרס
מטה אשר,24060,60,2,נתיב אקספרס
שמרת,24060,60,2,נתיב אקספרס
בוסתן הגליל,24060,60,2,נתיב אקספרס
עכו,24060,60,2,נתיב אקספרס
צפת,31087,87,1,נתיב אקספרס
צפת,22088,88,1,נתיב אקספרס
צפת,33092,92,1,נתיב אקספרס
חיפה,11471,471,1,נתיב אקספרס
קרית ביאליק,11471,471,1,נתיב אקספרס
מטה אשר,11471,471,1,נתיב אקספרס
כפר מסריק,11471,471,1,נתיב אקספרס
עכו,11471,471,1,נתיב אקספרס
רגבה,11471,471,1,נתיב אקספרס
שבי ציון,11471,471,1,נתיב אקספרס
מזרעה,11471,471,1,נתיב אקספרס
נהריה,11471,471,1,נתיב אקספרס
מעיליא,11471,471,1,נתיב אקספרס
מעונה,11471,471,1,נתיב אקספרס
מעלה יוסף,11471,471,1,נתיב אקספרס
מעלות תרשיחא,11471,471,1,נתיב אקספרס
כפר ורדים,11471,471,1,נתיב אקספרס
רמלה,28010,10,3,קווים
מצליח,28010,10,3,קווים
רמלה,36011,11,1,קווים
לוד,36011,11,1,קווים
רמלה,32012,12,3,קווים
לוד,32012,12,3,קווים
אחיסמך,32012,12,3,קווים
כפר חב''ד,12153,153,2,קווים
ראשון לציון,12153,153,2,קווים
בית דגן,12153,153,2,קווים
אזור,12153,153,2,קווים
מקווה ישראל,12153,153,2,קווים
תל אביב יפו,12153,153,2,קווים
תל אביב יפו,13156,156,1,קווים
מקווה ישראל,13156,156,1,קווים
חולון,13156,156,1,קווים
ראשון לציון,13156,156,1,קווים
באר יעקב,13156,156,1,קווים
תל אביב יפו,12245,245,2,קווים
מקווה ישראל,12245,245,2,קווים
חולון,12245,245,2,קווים
אזור,12245,245,2,קווים
ראשון לציון,12245,245,2,קווים
באר יעקב,12245,245,2,קווים
ניר צבי,12245,245,2,קווים
רמלה,12245,245,2,קווים
לוד,13247,247,1,קווים
רמלה,13247,247,1,קווים
באר יעקב,13247,247,1,קווים
נס ציונה,13247,247,1,קווים
ראשון לציון,13247,247,1,קווים
ראשון לציון,13247,247,2,קווים
נס ציונה,13247,247,2,קווים
באר יעקב,13247,247,2,קווים
רמלה,13247,247,2,קווים
לוד,13247,247,2,קווים
רמלה,11451,451,1,קווים
ניר צבי,11451,451,1,קווים
תעשיון צריפין,11451,451,1,קווים
באר יעקב,11451,451,1,קווים
ראשון לציון,11451,451,1,קווים
אזור,11451,451,1,קווים
מקווה ישראל,11451,451,1,קווים
תל אביב יפו,11451,451,1,קווים
תל אביב יפו,11451,451,2,קווים
מקווה ישראל,11451,451,2,קווים
חולון,11451,451,2,קווים
אזור,11451,451,2,קווים
ראשון לציון,11451,451,2,קווים
באר יעקב,11451,451,2,קווים
ניר צבי,11451,451,2,קווים
רמלה,11451,451,2,קווים
תל אביב יפו,10452,452,2,קווים
רמת גן,10452,452,2,קווים
אור יהודה,10452,452,2,קווים
ראשון לציון,10452,452,2,קווים
באר יעקב,10452,452,2,קווים
ניר צבי,10452,452,2,קווים
רמלה,10452,452,2,קווים
לוד,10461,461,1,קווים
רמלה,10461,461,1,קווים
ניר צבי,10461,461,1,קווים
תעשיון צריפין,10461,461,1,קווים
באר יעקב,10461,461,1,קווים
ראשון לציון,10461,461,1,קווים
אזור,10461,461,1,קווים
מקווה ישראל,10461,461,1,קווים
תל אביב יפו,10461,461,1,קווים
רמלה,19051,51,1,קווים
רמלה,25055,55,1,קווים
רמלה,19056,56,1,קווים
לוד,19056,56,1,קווים
רמלה,19056,56,2,קווים
שוהם,21032,32,1,קווים
מרכז שוהם,21032,32,1,קווים
קרית שדה התעופה,21032,32,1,קווים
לוד,21032,32,1,קווים
שוהם,25070,70,1,קווים
מרכז שוהם,25070,70,1,קווים
נתניה,19040,40,1,קווים
בית יצחק שער חפר,19040,40,1,קווים
לב השרון,19040,40,1,קווים
כפר יונה,19040,40,1,קווים
חניאל,19040,40,1,קווים
בורגתה,19040,40,1,קווים
תנובות,19040,40,1,קווים
ינוב,19040,40,1,קווים
בארותיים,19040,40,1,קווים
עולש,19040,40,1,קווים
עמק חפר,19040,40,1,קווים
יד חנה,19040,40,1,קווים
בת חפר,19040,40,1,קווים
כרמיאל,10265,265,1,נתיב אקספרס
משגב,10265,265,1,נתיב אקספרס
טמרה,10265,265,1,נתיב אקספרס
אעבלין,10265,265,1,נתיב אקספרס
שפרעם,10265,265,1,נתיב אקספרס
מטה אשר,10265,265,1,נתיב אקספרס
קרית מוצקין,10265,265,1,נתיב אקספרס
חיפה,10265,265,1,נתיב אקספרס
חיפה,10265,265,2,נתיב אקספרס
קרית ביאליק,10265,265,2,נתיב אקספרס
מטה אשר,10265,265,2,נתיב אקספרס
קרית אתא,10265,265,2,נתיב אקספרס
שפרעם,10265,265,2,נתיב אקספרס
אעבלין,10265,265,2,נתיב אקספרס
טמרה,10265,265,2,נתיב אקספרס
משגב,10265,265,2,נתיב אקספרס
כרמיאל,10265,265,2,נתיב אקספרס
אבן יהודה,69002,2,2,קווים
אבן יהודה,91001,1,2,קווים
פוריידיס,43015,15,1,קווים
יבנה,45006,6,2,אלקטרה אפיקים
חבל יבנה,45006,6,2,אלקטרה אפיקים
ירושלים,10120,120,1,אלקטרה אפיקים תחבורה
מעלה אדומים,10120,120,1,אלקטרה אפיקים תחבורה
מעלה אדומים,10177,177,2,אלקטרה אפיקים תחבורה
ירושלים,10177,177,2,אלקטרה אפיקים תחבורה
חיפה,12224,224,1,אגד
חיפה,10032,32,1,אגד
אור עקיבא,23010,10,1,קווים
קיסריה,23010,10,1,קווים
פרדס חנה כרכור,23010,10,1,קווים
בנימינה גבעת עדה,23010,10,1,קווים
אום אל פחם,17046,46,1,קווים
ערערה,17046,46,1,קווים
כפר קרע,17046,46,1,קווים
פרדס חנה כרכור,17046,46,1,קווים
חדרה,17046,46,1,קווים
גן שמואל,17046,46,1,קווים
גן יאשיה,22055,55,2,קווים
עמק חפר,22055,55,2,קווים
אומץ,22055,55,2,קווים
אחיטוב,22055,55,2,קווים
המעפיל,22055,55,2,קווים
עין החורש,22055,55,2,קווים
גבעת חיים איחוד,22055,55,2,קווים
גבעת חיים מאוחד,22055,55,2,קווים
כפר הרא''ה,22055,55,2,קווים
פארק תעשיות עמק חפר,22055,55,2,קווים
חדרה,22055,55,2,קווים
חדרה,17058,58,1,קווים
עמק חפר,17058,58,1,קווים
כפר ויתקין,17058,58,1,קווים
ביתן אהרן,17058,58,1,קווים
בת חן,17058,58,1,קווים
נתניה,17058,58,1,קווים
חדרה,21074,74,1,קווים
קיסריה,21074,74,1,קווים
אור עקיבא,21074,74,1,קווים
שדות ים,19076,76,2,קווים
קיסריה,19076,76,2,קווים
חדרה,19076,76,2,קווים
אור עקיבא,30075,75,2,קווים
קיסריה,30075,75,2,קווים
חדרה,30075,75,2,קווים
בסמ''ה,13297,297,1,קווים
ערערה,13297,297,1,קווים
כפר קרע,13297,297,1,קווים
מגידו,13297,297,1,קווים
דאלית אל כרמל,13297,297,1,קווים
עספיא,13297,297,1,קווים
חיפה,13297,297,1,קווים
חדרה,10705,705,1,קווים
פארק תעשיות עמק חפר,10705,705,1,קווים
עמק חפר,10705,705,1,קווים
בית יצחק שער חפר,10705,705,1,קווים
נתניה,10705,705,1,קווים
נתניה,10705,705,2,קווים
בית יצחק שער חפר,10705,705,2,קווים
לב השרון,10705,705,2,קווים
כפר יונה,10705,705,2,קווים
עמק חפר,10705,705,2,קווים
אלישיב,10705,705,2,קווים
פארק תעשיות עמק חפר,10705,705,2,קווים
חדרה,10705,705,2,קווים
חדרה,10706,706,1,קווים
עמק חפר,10706,706,1,קווים
נעורים,10706,706,1,קווים
נתניה,10706,706,1,קווים
נתניה,10706,706,2,קווים
עמק חפר,10706,706,2,קווים
בית ינאי,10706,706,2,קווים
חדרה,10706,706,2,קווים
זכרון יעקב,10710,710,1,קווים
חוף הכרמל,10710,710,1,קווים
אור עקיבא,10710,710,1,קווים
קיסריה,10710,710,1,קווים
חדרה,10710,710,1,קווים
עמק חפר,10710,710,1,קווים
נעורים,10710,710,1,קווים
נתניה,10710,710,1,קווים
נתניה,10730,730,2,קווים
עמק חפר,10730,730,2,קווים
בית ינאי,10730,730,2,קווים
חדרה,10730,730,2,קווים
גן שמואל,10730,730,2,קווים
פרדס חנה כרכור,10730,730,2,קווים
חדרה,21070,70,1,קווים
גן שמואל,21070,70,1,קווים
פרדס חנה כרכור,21070,70,1,קווים
בנימינה גבעת עדה,21070,70,1,קווים
זכרון יעקב,21070,70,1,קווים
זכרון יעקב,21070,70,2,קווים
בנימינה גבעת עדה,21070,70,2,קווים
פרדס חנה כרכור,21070,70,2,קווים
חדרה,21070,70,2,קווים
גן שמואל,21070,70,2,קווים
פרדס חנה כרכור,12729,729,1,קווים
חדרה,12729,729,1,קווים
גן שמואל,12729,729,1,קווים
עמק חפר,12729,729,1,קווים
נעורים,12729,729,1,קווים
נתניה,12729,729,1,קווים
נתניה,10716,716,1,קווים
בית יצחק שער חפר,10716,716,1,קווים
לב השרון,10716,716,1,קווים
כפר יונה,10716,716,1,קווים
עמק חפר,10716,716,1,קווים
אלישיב,10716,716,1,קווים
פארק תעשיות עמק חפר,10716,716,1,קווים
חדרה,10716,716,1,קווים
קיסריה,10716,716,1,קווים
פרדס חנה כרכור,10716,716,1,קווים
חדרה,18051,51,1,קווים
פארק תעשיות עמק חפר,18051,51,1,קווים
עמק חפר,18051,51,1,קווים
חיבת ציון,18051,51,1,קווים
חרב לאת,18051,51,1,קווים
חגלה,18051,51,1,קווים
גבעת חיים איחוד,18051,51,1,קווים
עין החורש,18051,51,1,קווים
המעפיל,18051,51,1,קווים
המעפיל,18051,51,2,קווים
עין החורש,18051,51,2,קווים
עמק חפר,18051,51,2,קווים
גבעת חיים איחוד,18051,51,2,קווים
חגלה,18051,51,2,קווים
חרב לאת,18051,51,2,קווים
חיבת ציון,18051,51,2,קווים
כפר הרא''ה,18051,51,2,קווים
פארק תעשיות עמק חפר,18051,51,2,קווים
חדרה,18051,51,2,קווים
כפר סבא,46002,2,3,מטרופולין
דרום השרון,46002,2,3,מטרופולין
סח'נין,11365,365,1,נסיעות ותיירות
עראבה,11365,365,1,נסיעות ותיירות
דייר חנא,11365,365,1,נסיעות ותיירות
עיילבון,11365,365,1,נסיעות ותיירות
מגאר,11365,365,1,נסיעות ותיירות
מרום הגליל,11365,365,1,נסיעות ותיירות
עין אל אסד,11365,365,1,נסיעות ותיירות
שפר,11365,365,1,נסיעות ותיירות
צפת,11365,365,1,נסיעות ותיירות
אבירים,18040,40,2,נתיב אקספרס
פסוטה,18040,40,2,נתיב אקספרס
מעלה יוסף,18040,40,2,נתיב אקספרס
אלקוש,18040,40,2,נתיב אקספרס
צוריאל,18040,40,2,נתיב אקספרס
מעלות תרשיחא,18040,40,2,נתיב אקספרס
מעונה,18040,40,2,נתיב אקספרס
מעיליא,18040,40,2,נתיב אקספרס
נווה זיו,18040,40,2,נתיב אקספרס
מטה אשר,18040,40,2,נתיב אקספרס
נהריה,18040,40,2,נתיב אקספרס
תל אביב יפו,13104,104,1,דן
רמת גן,13104,104,1,דן
הוד השרון,24075,75,1,מטרופולין
מודיעין עילית,23040,40,1,קווים
מודיעין עילית,21056,56,2,קווים
מודיעין עילית,19057,57,1,קווים
מודיעין עילית,19057,57,2,קווים
מודיעין עילית,12300,300,1,קווים
מטה בנימין,12300,300,1,קווים
חבל מודיעין,12300,300,1,קווים
גבעת זאב,12300,300,1,קווים
ירושלים,12300,300,1,קווים
מודיעין עילית,10320,320,1,קווים
מטה בנימין,10320,320,1,קווים
חבל מודיעין,10320,320,1,קווים
גבעת זאב,10320,320,1,קווים
ירושלים,10320,320,1,קווים
ירושלים,10330,330,2,קווים
גבעת זאב,10330,330,2,קווים
מטה בנימין,10330,330,2,קווים
חבל מודיעין,10330,330,2,קווים
לפיד,10330,330,2,קווים
מודיעין עילית,10330,330,2,קווים
רמלה,68004,4,1,קווים
רמלה,41008,8,1,קווים
לוד,41008,8,1,קווים
נווה שלום,27026,26,2,קווים
מטה יהודה,27026,26,2,קווים
בקוע,27026,26,2,קווים
גזר,27026,26,2,קווים
כרמי יוסף,27026,26,2,קווים
פתחיה,27026,26,2,קווים
פדיה,27026,26,2,קווים
בית עוזיאל,27026,26,2,קווים
רמלה,27026,26,2,קווים
תל אביב יפו,10461,461,2,קווים
מקווה ישראל,10461,461,2,קווים
חולון,10461,461,2,קווים
אזור,10461,461,2,קווים
ראשון לציון,10461,461,2,קווים
באר יעקב,10461,461,2,קווים
ניר צבי,10461,461,2,קווים
רמלה,10461,461,2,קווים
לוד,10461,461,2,קווים
ראשון לציון,13156,156,2,קווים
באר יעקב,13156,156,2,קווים
ניר צבי,13156,156,2,קווים
תעשיון צריפין,13156,156,2,קווים
אזור,13156,156,2,קווים
מקווה ישראל,13156,156,2,קווים
תל אביב יפו,13156,156,2,קווים
לוד,11451,451,2,קווים
נצר סרני,12157,157,1,קווים
באר יעקב,12157,157,1,קווים
ניר צבי,12157,157,1,קווים
תעשיון צריפין,12157,157,1,קווים
ראשון לציון,12157,157,1,קווים
אזור,12157,157,1,קווים
מקווה ישראל,12157,157,1,קווים
תל אביב יפו,12157,157,1,קווים
לוד,68005,5,1,קווים
רמלה,68005,5,1,קווים
מודיעין מכבים רעות,26018,18,2,קווים
גזר,26018,18,2,קווים
נוף איילון,26018,18,2,קווים
שעלבים,26018,18,2,קווים
משמר איילון,26018,18,2,קווים
כפר בן נון,26018,18,2,קווים
כפר שמואל,26018,18,2,קווים
בית חשמונאי,26018,18,2,קווים
עזריה,26018,18,2,קווים
רמלה,26018,18,2,קווים
לוד,42021,21,1,קווים
חבל מודיעין,42021,21,1,קווים
כפר דניאל,42021,21,1,קווים
גמזו,42021,21,1,קווים
חדיד,42021,21,1,קווים
בית נחמיה,42021,21,1,קווים
שוהם,42021,21,1,קווים
קרית שדה התעופה,42021,21,1,קווים
רמלה,45015,15,2,קווים
לוד,45015,15,2,קווים
חיפה,12224,224,2,אגד
בנימינה גבעת עדה,24035,35,2,קווים
כפר גליקסון,24035,35,2,קווים
אלוני יצחק,24035,35,2,קווים
אביאל,24035,35,2,קווים
עמיקם,24035,35,2,קווים
גבעת ניל''י,24035,35,2,קווים
רגבים,24035,35,2,קווים
תל אביב יפו,10347,347,2,מטרופולין
רמת השרון,10347,347,2,מטרופולין
