city_name,makat,route_short_name,direction,agency_name
ביתר עילית,60002,2,2,קווים
ביתר עילית,74008,8,2,קווים
ירושלים,10187,187,1,תנופה
מבשרת ציון,10187,187,1,תנופה
מטה יהודה,10187,187,1,תנופה
קרית ענבים,10187,187,1,תנופה
מעלה החמישה,10187,187,1,תנופה
הר אדר,10187,187,1,תנופה
באר שבע,52004,4א,1,דן באר שבע
חיפה,10215,215,1,אגד
קרית ביאליק,10215,215,1,אגד
מטה אשר,10215,215,1,אגד
כפר מסריק,10215,215,1,אגד
עכו,10215,215,1,אגד
ג'דידה מכר,10215,215,1,אגד
משגב,10215,215,1,אגד
מג'ד אל כרום,10215,215,1,אגד
כרמיאל,10215,215,1,אגד
כרמיאל,10215,215,2,אגד
נחף,10215,215,2,אגד
ביענה,10215,215,2,אגד
מג'ד אל כרום,10215,215,2,אגד
משגב,10215,215,2,אגד
מטה אשר,10215,215,2,אגד
ג'דידה מכר,10215,215,2,אגד
עכו,10215,215,2,אגד
קרית ביאליק,10215,215,2,אגד
קרית מוצקין,10215,215,2,אגד
חיפה,10215,215,2,אגד
נהריה,18024,24,1,נתיב אקספרס
מטה אשר,18024,24,1,נתיב אקספרס
גשר הזיו,18024,24,1,נתיב אקספרס
שלומי,18024,24,1,נתיב אקספרס
מעלה יוסף,18024,24,1,נתיב אקספרס
אדמית,18024,24,1,נתיב אקספרס
עראמשה,18024,24,1,נתיב אקספרס
אשקלון,49023,23,1,דן בדרום
חוף אשקלון,49023,23,1,דן בדרום
יואב,49023,23,1,דן בדרום
שדה יואב,49023,23,1,דן בדרום
נגבה,49023,23,1,דן בדרום
לכיש,49023,23,1,דן בדרום
יד נתן,49023,23,1,דן בדרום
קצרין,61080,80,1,מועצה אזורית גולן
גולן,61080,80,1,מועצה אזורית גולן
נאות גולן,61080,80,1,מועצה אזורית גולן
מיצר,61080,80,1,מועצה אזורית גולן
נוב,35084,84,1,מועצה אזורית גולן
נטור,38085,85,1,מועצה אזורית גולן
הושעיה,19311,311,1,נסיעות ותיירות
נוף הגליל,19311,311,1,נסיעות ותיירות
עמק יזרעאל,19311,311,1,נסיעות ותיירות
חנתון,19311,311,1,נסיעות ותיירות
רמת ישי,19311,311,1,נסיעות ותיירות
רמת ישי,19311,311,2,נסיעות ותיירות
עמק יזרעאל,19311,311,2,נסיעות ותיירות
חנתון,19311,311,2,נסיעות ותיירות
נוף הגליל,19311,311,2,נסיעות ותיירות
הושעיה,19311,311,2,נסיעות ותיירות
זבולון,10076,76,1,אגד
יגור,10076,76,1,אגד
יגור,10076,76,2,אגד
נשר,10076,76,2,אגד
חיפה,10076,76,2,אגד
חיפה,10142,142,2,אגד
ירושלים,13052,52,2,אקסטרה ירושלים
חיפה,10505,505,1,אגד
זבולון,10505,505,1,אגד
קרית טבעון,10505,505,1,אגד
עמק יזרעאל,10505,505,1,אגד
נוף הגליל,10505,505,1,אגד
כפר כנא,10505,505,1,אגד
טורעאן,10505,505,1,אגד
הגליל התחתון,10505,505,1,אגד
מרום הגליל,10505,505,1,אגד
עמק הירדן,10505,505,1,אגד
מבואות החרמון,10505,505,1,אגד
הגליל העליון,10505,505,1,אגד
ראש פינה,10505,505,1,אגד
חצור הגלילית,10505,505,1,אגד
יסוד המעלה,10505,505,1,אגד
קרית שמונה,10505,505,1,אגד
אשדוד,15281,281,1,אלקטרה אפיקים
חבל יבנה,15281,281,1,אלקטרה אפיקים
ניר גלים,15281,281,1,אלקטרה אפיקים
תל אביב יפו,15281,281,1,אלקטרה אפיקים
תל אביב יפו,15281,281,2,אלקטרה אפיקים
ניר גלים,15281,281,2,אלקטרה אפיקים
אשדוד,15281,281,2,אלקטרה אפיקים
אשקלון,28002,2א,2,דן בדרום
ירושלים,12241,241,2,קווים
ביתר עילית,12241,241,2,קווים
ירושלים,13221,221,2,קווים
ביתר עילית,13221,221,2,קווים
קרית שמונה,11005,5,3,אגד
דפנה,27095,95,2,מועצה אזורית גולן
הגליל העליון,27095,95,2,מועצה אזורית גולן
שאר ישוב,27095,95,2,מועצה אזורית גולן
דן,27095,95,2,מועצה אזורית גולן
גולן,27095,95,2,מועצה אזורית גולן
נווה אטי''ב,27095,95,2,מועצה אזורית גולן
מסעדה,27095,95,2,מועצה אזורית גולן
אודם,27095,95,2,מועצה אזורית גולן
אל רום,27095,95,2,מועצה אזורית גולן
רחובות,31074,74,1,מטרופולין
גזר,31074,74,1,מטרופולין
נחל שורק,31074,74,1,מטרופולין
בית חלקיה,31074,74,1,מטרופולין
יואב,31074,74,1,מטרופולין
שפיר,31074,74,1,מטרופולין
אלומה,31074,74,1,מטרופולין
קוממיות,31074,74,1,מטרופולין
קרית גת,31074,74,1,מטרופולין
כפר יהושע,13185,185,1,סופרבוס
עמק יזרעאל,13185,185,1,סופרבוס
יקנעם עילית,13185,185,1,סופרבוס
מגידו,13185,185,1,סופרבוס
אליקים,13185,185,1,סופרבוס
עין העמק,13185,185,1,סופרבוס
רמת השופט,13185,185,1,סופרבוס
רמות מנשה,13185,185,1,סופרבוס
בית דגן,19112,112,1,תנופה
חבל מודיעין,19112,112,1,תנופה
מודיעין מכבים רעות,19112,112,1,תנופה
מטה בנימין,19112,112,1,תנופה
ירושלים,19112,112,1,תנופה
ביתר עילית,74008,8,1,קווים
מודיעין מכבים רעות,32052,52,1,קווים
מודיעין מכבים רעות,32052,52,2,קווים
מודיעין עילית,56007,7,1,קווים
מודיעין עילית,56007,7,2,קווים
שתולה,17027,27,2,נתיב אקספרס
שומרה,17027,27,2,נתיב אקספרס
זרעית,17027,27,2,נתיב אקספרס
מעלה יוסף,17027,27,2,נתיב אקספרס
גורנות הגליל,17027,27,2,נתיב אקספרס
גורן,17027,27,2,נתיב אקספרס
אילון,17027,27,2,נתיב אקספרס
יערה,17027,27,2,נתיב אקספרס
שלומי,17027,27,2,נתיב אקספרס
מטה אשר,17027,27,2,נתיב אקספרס
גשר הזיו,17027,27,2,נתיב אקספרס
נהריה,17027,27,2,נתיב אקספרס
נהריה,20028,28,1,נתיב אקספרס
מטה אשר,20028,28,1,נתיב אקספרס
גשר הזיו,20028,28,1,נתיב אקספרס
שלומי,20028,28,1,נתיב אקספרס
מעלה יוסף,20028,28,1,נתיב אקספרס
אילון,20028,28,1,נתיב אקספרס
גורן,20028,28,1,נתיב אקספרס
שומרה,20028,28,1,נתיב אקספרס
אבן מנחם,20028,28,1,נתיב אקספרס
נטועה,20028,28,1,נתיב אקספרס
מתת,20028,28,1,נתיב אקספרס
הגליל העליון,20028,28,1,נתיב אקספרס
סאסא,20028,28,1,נתיב אקספרס
חניתה,25031,31,2,נתיב אקספרס
שלומי,25031,31,2,נתיב אקספרס
מטה אשר,25031,31,2,נתיב אקספרס
כפר ראש הנקרה,25031,31,2,נתיב אקספרס
לימן,25031,31,2,נתיב אקספרס
גשר הזיו,25031,31,2,נתיב אקספרס
נהריה,25031,31,2,נתיב אקספרס
נהריה,17027,27,1,נתיב אקספרס
מטה אשר,17027,27,1,נתיב אקספרס
גשר הזיו,17027,27,1,נתיב אקספרס
שלומי,17027,27,1,נתיב אקספרס
מעלה יוסף,17027,27,1,נתיב אקספרס
יערה,17027,27,1,נתיב אקספרס
אילון,17027,27,1,נתיב אקספרס
גורן,17027,27,1,נתיב אקספרס
גורנות הגליל,17027,27,1,נתיב אקספרס
שומרה,17027,27,1,נתיב אקספרס
זרעית,17027,27,1,נתיב אקספרס
שתולה,17027,27,1,נתיב אקספרס
קרית שמונה,17045,45,2,נתיב אקספרס
הגליל העליון,17045,45,2,נתיב אקספרס
מבואות החרמון,17045,45,2,נתיב אקספרס
רמות נפתלי,17045,45,2,נתיב אקספרס
דישון,17045,45,2,נתיב אקספרס
עלמה,17045,45,2,נתיב אקספרס
מרום הגליל,17045,45,2,נתיב אקספרס
ריחאנייה,17045,45,2,נתיב אקספרס
כרם בן זמרה,17045,45,2,נתיב אקספרס
דלתון,17045,45,2,נתיב אקספרס
צפת,17045,45,2,נתיב אקספרס
באר שבע,16152,152,1,מטרופולין
נאות חובב,16152,152,1,מטרופולין
רמת הנגב,16152,152,1,מטרופולין
ירוחם,16152,152,1,מטרופולין
רמת גן,42010,10,3,מטרופולין
בנימינה גבעת עדה,53080,80,1,קווים
אור עקיבא,53080,80,1,קווים
קיסריה,53080,80,1,קווים
שדות ים,53080,80,1,קווים
פרדס חנה כרכור,53080,80,1,קווים
פתח תקווה,13372,372,1,מטרופולין
גבעת שמואל,13372,372,1,מטרופולין
רמת גן,13372,372,1,מטרופולין
אור יהודה,13372,372,1,מטרופולין
ראשון לציון,13372,372,1,מטרופולין
נחל שורק,13372,372,1,מטרופולין
יואב,13372,372,1,מטרופולין
באר טוביה,13372,372,1,מטרופולין
תימורים,13372,372,1,מטרופולין
לכיש,13372,372,1,מטרופולין
קרית גת,13372,372,1,מטרופולין
גני תקווה,11168,168,1,מטרופולין
מנרה,11024,24,2,אגד
מרגליות,11024,24,2,אגד
משגב עם,11024,24,2,אגד
הגליל העליון,11024,24,2,אגד
מבואות החרמון,11024,24,2,אגד
כפר גלעדי,11024,24,2,אגד
תל חי,11024,24,2,אגד
קרית שמונה,11024,24,2,אגד
קרית שמונה,11030,30,1,אגד
דן,11030,30,1,אגד
הגליל העליון,11030,30,1,אגד
כפר בלום,11030,30,1,אגד
שדה נחמיה,11030,30,1,אגד
עמיר,11030,30,1,אגד
שמיר,11030,30,1,אגד
כפר סאלד,11030,30,1,אגד
כפר סאלד,11030,30,2,אגד
הגליל העליון,11030,30,2,אגד
שמיר,11030,30,2,אגד
עמיר,11030,30,2,אגד
שדה נחמיה,11030,30,2,אגד
דן,11030,30,2,אגד
קרית שמונה,11030,30,2,אגד
קרית שמונה,11035,35,1,אגד
דן,11035,35,1,אגד
בית הלל,11035,35,1,אגד
הגושרים,11035,35,1,אגד
הגליל העליון,11035,35,1,אגד
דפנה,11035,35,1,אגד
שאר ישוב,11035,35,1,אגד
קרית שמונה,50010,10,3,אגד
תל חי,50010,10,3,אגד
מסעדה,12358,358,1,מועצה אזורית גולן
מג'דל שמס,12358,358,1,מועצה אזורית גולן
גולן,12358,358,1,מועצה אזורית גולן
נווה אטי''ב,12358,358,1,מועצה אזורית גולן
הגליל העליון,12358,358,1,מועצה אזורית גולן
דן,12358,358,1,מועצה אזורית גולן
שאר ישוב,12358,358,1,מועצה אזורית גולן
דפנה,12358,358,1,מועצה אזורית גולן
בית הלל,12358,358,1,מועצה אזורית גולן
קרית שמונה,12358,358,1,מועצה אזורית גולן
עין קנייא,31037,37,1,מועצה אזורית גולן
גולן,31037,37,1,מועצה אזורית גולן
ע'ג'ר,31037,37,1,מועצה אזורית גולן
הגליל העליון,31037,37,1,מועצה אזורית גולן
דן,31037,37,1,מועצה אזורית גולן
שאר ישוב,31037,37,1,מועצה אזורית גולן
דפנה,31037,37,1,מועצה אזורית גולן
בית הלל,31037,37,1,מועצה אזורית גולן
קרית שמונה,31037,37,1,מועצה אזורית גולן
עין קנייא,26068,68,2,מועצה אזורית גולן
גולן,26068,68,2,מועצה אזורית גולן
נווה אטי''ב,26068,68,2,מועצה אזורית גולן
מג'דל שמס,26068,68,2,מועצה אזורית גולן
מסעדה,26068,68,2,מועצה אזורית גולן
בוקעתא,26068,68,2,מועצה אזורית גולן
קרית שמונה,12358,358,2,מועצה אזורית גולן
בית הלל,12358,358,2,מועצה אזורית גולן
הגושרים,12358,358,2,מועצה אזורית גולן
הגליל העליון,12358,358,2,מועצה אזורית גולן
דפנה,12358,358,2,מועצה אזורית גולן
שאר ישוב,12358,358,2,מועצה אזורית גולן
דן,12358,358,2,מועצה אזורית גולן
גולן,12358,358,2,מועצה אזורית גולן
נווה אטי''ב,12358,358,2,מועצה אזורית גולן
מג'דל שמס,12358,358,2,מועצה אזורית גולן
מסעדה,12358,358,2,מועצה אזורית גולן
אל רום,21058,58,1,מועצה אזורית גולן
גולן,21058,58,1,מועצה אזורית גולן
בוקעתא,21058,58,1,מועצה אזורית גולן
מסעדה,21058,58,1,מועצה אזורית גולן
מג'דל שמס,21058,58,1,מועצה אזורית גולן
נווה אטי''ב,21058,58,1,מועצה אזורית גולן
הגליל העליון,21058,58,1,מועצה אזורית גולן
דן,21058,58,1,מועצה אזורית גולן
שאר ישוב,21058,58,1,מועצה אזורית גולן
דפנה,21058,58,1,מועצה אזורית גולן
בית הלל,21058,58,1,מועצה אזורית גולן
קרית שמונה,21058,58,1,מועצה אזורית גולן
בוקעתא,26068,68,1,מועצה אזורית גולן
מסעדה,26068,68,1,מועצה אזורית גולן
מג'דל שמס,26068,68,1,מועצה אזורית גולן
גולן,26068,68,1,מועצה אזורית גולן
נווה אטי''ב,26068,68,1,מועצה אזורית גולן
עין קנייא,26068,68,1,מועצה אזורית גולן
אבני איתן,30088,88,2,מועצה אזורית גולן
גולן,30088,88,2,מועצה אזורית גולן
חספין,30088,88,2,מועצה אזורית גולן
נטור,30088,88,2,מועצה אזורית גולן
קצרין,30088,88,2,מועצה אזורית גולן
דימונה,16012,12,1,אגד
דימונה,22002,2,1,אגד
דימונה,22002,2,2,אגד
דימונה,28001,1,1,אגד
דימונה,28001,1א,1,אגד
דימונה,28001,1,2,אגד
דימונה,28001,1א,2,אגד
דימונה,88003,3,1,אגד
דימונה,88003,3,2,אגד
דימונה,88004,4,1,אגד
דימונה,88004,4,2,אגד
דימונה,92005,5,1,אגד
דימונה,92005,5א,1,אגד
דימונה,92005,5,2,אגד
הרצליה,33031,31,2,מטרופולין
כפר שמריהו,33031,31,2,מטרופולין
רעננה,33031,31,2,מטרופולין
עפולה,10541,541,1,אגד
נין,10541,541,1,אגד
דברת,10541,541,1,אגד
עין דור,10541,541,1,אגד
כפר תבור,10541,541,1,אגד
כפר כמא,10541,541,1,אגד
אילניה,10541,541,1,אגד
הגליל התחתון,10541,541,1,אגד
טבריה,10541,541,1,אגד
מגדל,10541,541,1,אגד
גינוסר,10541,541,1,אגד
עמק הירדן,10541,541,1,אגד
מבואות החרמון,10541,541,1,אגד
הגליל העליון,10541,541,1,אגד
ראש פינה,10541,541,1,אגד
חצור הגלילית,10541,541,1,אגד
יסוד המעלה,10541,541,1,אגד
קרית שמונה,10541,541,1,אגד
דימונה,16012,12,2,אגד
ירושלים,11453,453,2,מטרופולין
מטה בנימין,11453,453,2,מטרופולין
חבל מודיעין,11453,453,2,מטרופולין
שוהם,11453,453,2,מטרופולין
פארק תעשייה חבל מודיעים,11453,453,2,מטרופולין
אלעד,11453,453,2,מטרופולין
רעננה,14444,444,1,מטרופולין
כפר סבא,14444,444,1,מטרופולין
דרום השרון,14444,444,1,מטרופולין
ראש העין,14444,444,1,מטרופולין
חבל מודיעין,14444,444,1,מטרופולין
שוהם,14444,444,1,מטרופולין
קרית שדה התעופה,14444,444,1,מטרופולין
נמל תעופה בן גוריון,14444,444,1,מטרופולין
בית שמש,87003,3,2,בית שמש אקספרס
שער הנגב,27027,27,1,דן בדרום
תעשיות שער הנגב,27027,27,1,דן בדרום
שדרות,27027,27,1,דן בדרום
ניר עם,27027,27,1,דן בדרום
ארז,27027,27,1,דן בדרום
טמרה,43018,18,1,נתיב אקספרס
ירושלים,14023,23א,3,אגד
אריאל,14386,386,1,תנופה
ראש העין,14386,386,1,תנופה
פתח תקווה,14386,386,1,תנופה
רמת השרון,14386,386,1,תנופה
בני ברק,14386,386,1,תנופה
רמת גן,14386,386,1,תנופה
תל אביב יפו,14386,386,1,תנופה
באר שבע,15068,68,1,מטרופולין
רמת הנגב,15068,68,1,מטרופולין
באר שבע,31018,18א,1,דן באר שבע
חורה,10688,688,1,מטרופולין
רמלה,17293,293,2,תנופה
לוד,17293,293,2,תנופה
ראש העין,17293,293,2,תנופה
אריאל,17293,293,2,תנופה
ירושלים,15404,404,2,דרך אגד עוטף ירושלים
גבעת זאב,15404,404,2,דרך אגד עוטף ירושלים
מטה בנימין,15404,404,2,דרך אגד עוטף ירושלים
גבעת שמואל,15404,404,2,דרך אגד עוטף ירושלים
פתח תקווה,15404,404,2,דרך אגד עוטף ירושלים
בני ברק,15404,404,2,דרך אגד עוטף ירושלים
הוד השרון,16112,112,1,מטרופולין
כפר סבא,16112,112,1,מטרופולין
רעננה,16112,112,1,מטרופולין
רעננה,16112,112,2,מטרופולין
כפר סבא,16112,112,2,מטרופולין
הוד השרון,16112,112,2,מטרופולין
הרצליה,31033,33,1,מטרופולין
גליל ים,31033,33,1,מטרופולין
הרצליה,31033,33א,2,מטרופולין
רעננה,40013,13,1,מטרופולין
רעננה,40013,13,2,מטרופולין
רעננה,45017,17,1,מטרופולין
רעננה,45017,17,2,מטרופולין
רעננה,51014,14,1,מטרופולין
רעננה,51014,14,2,מטרופולין
כפר סבא,56012,12,1,מטרופולין
רעננה,56012,12,1,מטרופולין
רעננה,56012,12,2,מטרופולין
כפר סבא,56012,12,2,מטרופולין
פתח תקווה,30097,97,2,אלקטרה אפיקים
קרית שמונה,11089,89,2,אגד
קרית שמונה,12086,86,2,אגד
צפת,20043,43,1,נתיב אקספרס
מרום הגליל,20043,43,1,נתיב אקספרס
מירון,20043,43,1,נתיב אקספרס
ספסופה,20043,43,1,נתיב אקספרס
ג'יש,20043,43,1,נתיב אקספרס
צבעון,20043,43,1,נתיב אקספרס
הגליל העליון,20043,43,1,נתיב אקספרס
סאסא,20043,43,1,נתיב אקספרס
דוב''ב,20043,43,1,נתיב אקספרס
ברעם,20043,43,1,נתיב אקספרס
יראון,20043,43,1,נתיב אקספרס
אביבים,20043,43,1,נתיב אקספרס
מלכיה,20043,43,1,נתיב אקספרס
יפתח,20043,43,1,נתיב אקספרס
מבואות החרמון,20043,43,1,נתיב אקספרס
קרית שמונה,20043,43,1,נתיב אקספרס
קרית שמונה,20043,43,2,נתיב אקספרס
הגליל העליון,20043,43,2,נתיב אקספרס
מבואות החרמון,20043,43,2,נתיב אקספרס
יפתח,20043,43,2,נתיב אקספרס
רמות נפתלי,20043,43,2,נתיב אקספרס
מלכיה,20043,43,2,נתיב אקספרס
אביבים,20043,43,2,נתיב אקספרס
מרום הגליל,20043,43,2,נתיב אקספרס
יראון,20043,43,2,נתיב אקספרס
ברעם,20043,43,2,נתיב אקספרס
דוב''ב,20043,43,2,נתיב אקספרס
סאסא,20043,43,2,נתיב אקספרס
צבעון,20043,43,2,נתיב אקספרס
ג'יש,20043,43,2,נתיב אקספרס
ספסופה,20043,43,2,נתיב אקספרס
צפת,20043,43,2,נתיב אקספרס
ירושלים,16217,217,2,קווים
גבעת זאב,16217,217,2,קווים
מטה בנימין,16217,217,2,קווים
חבל מודיעין,16217,217,2,קווים
מודיעין מכבים רעות,16217,217,2,קווים
לוד,15174,174,2,מטרופולין
רמלה,15174,174,2,מטרופולין
ניר צבי,15174,174,2,מטרופולין
ראשון לציון,15174,174,2,מטרופולין
כפר חב''ד,15174,174,2,מטרופולין
חמד,15174,174,2,מטרופולין
אור יהודה,15174,174,2,מטרופולין
חבל מודיעין,15174,174,2,מטרופולין
אלעד,15174,174,2,מטרופולין
קוממיות,14597,597,2,מטרופולין
אלומה,14597,597,2,מטרופולין
לכיש,14597,597,2,מטרופולין
קרית גת,14597,597,2,מטרופולין
אלעד,14597,597,2,מטרופולין
שוהם,16285,285,2,מטרופולין
ביתר עילית,15391,391,2,תנופה
בית שמש,15391,391,2,תנופה
מטה יהודה,15391,391,2,תנופה
רבבה,15391,391,2,תנופה
עמנואל,15391,391,2,תנופה
עמנואל,15391,391,1,תנופה
רבבה,15391,391,1,תנופה
מטה יהודה,15391,391,1,תנופה
מפעלי נחם הר טוב,15391,391,1,תנופה
בית שמש,15391,391,1,תנופה
ביתר עילית,15391,391,1,תנופה
בית שמש,10408,408,1,בית שמש אקספרס
מפעלי נחם הר טוב,10408,408,1,בית שמש אקספרס
מטה יהודה,10408,408,1,בית שמש אקספרס
מסילת ציון,10408,408,1,בית שמש אקספרס
חבל מודיעין,10408,408,1,בית שמש אקספרס
בית נחמיה,10408,408,1,בית שמש אקספרס
פארק תעשייה חבל מודיעים,10408,408,1,בית שמש אקספרס
אלעד,10408,408,1,בית שמש אקספרס
פתח תקווה,10408,408,1,בית שמש אקספרס
ירושלים,14299,299,1,ירושלים-רמאללה איחוד
ירושלים,11461,461,1,אלקטרה אפיקים תחבורה
מטה בנימין,11461,461,1,אלקטרה אפיקים תחבורה
עפרה,11461,461,1,אלקטרה אפיקים תחבורה
שילה,11461,461,1,אלקטרה אפיקים תחבורה
עלי,11461,461,1,אלקטרה אפיקים תחבורה
רחלים,11461,461,1,אלקטרה אפיקים תחבורה
אריאל,11461,461,1,אלקטרה אפיקים תחבורה
ירושלים,16139,139,1,דרך אגד עוטף ירושלים
גבעת זאב,16139,139,1,דרך אגד עוטף ירושלים
מטה בנימין,16139,139,1,דרך אגד עוטף ירושלים
רחובות,14017,17,2,אגד
מזכרת בתיה,38052,52,1,אגד
קרית עקרון,38052,52,1,אגד
בית אלעזרי,38052,52,1,אגד
מזכרת בתיה,39053,53,1,אגד
חולדה,39053,53,1,אגד
גזר,39053,53,1,אגד
משמר דוד,39053,53,1,אגד
טל שחר,39053,53,1,אגד
נחל שורק,39053,53,1,אגד
יסודות,39053,53,1,אגד
נצר חזני,39053,53,1,אגד
מזכרת בתיה,49054,54,1,אגד
קרית עקרון,49054,54,1,אגד
רחובות,49054,54,1,אגד
עילוט,22013,13,2,נסיעות ותיירות
נצרת,22013,13,2,נסיעות ותיירות
נצרת,22013,13א,1,נסיעות ותיירות
עילוט,22013,13א,1,נסיעות ותיירות
נצרת,22013,13,1,נסיעות ותיירות
עילוט,22013,13,1,נסיעות ותיירות
אחיהוד,10048,48,2,נתיב אקספרס
משגב,10048,48,2,נתיב אקספרס
מטה אשר,10048,48,2,נתיב אקספרס
ג'דידה מכר,10048,48,2,נתיב אקספרס
ג'וליס,10048,48,2,נתיב אקספרס
כפר יאסיף,10048,48,2,נתיב אקספרס
אבו סנאן,10048,48,2,נתיב אקספרס
בית העמק,10048,48,2,נתיב אקספרס
אשרת,10048,48,2,נתיב אקספרס
עמקה,10048,48,2,נתיב אקספרס
נתיב השיירה,10048,48,2,נתיב אקספרס
נהריה,10048,48,2,נתיב אקספרס
נוף הגליל,12885,885,1,נתיב אקספרס
אילת,29001,1א,3,אגד
אילת,48030,30א,1,אגד
חבל אילות,48030,30א,1,אגד
אילת,48030,30א,2,אגד
חבל אילות,48030,30א,2,אגד
אילת,65004,4,1,אגד
אילת,65004,4,2,אגד
אילת,79003,3,1,אגד
אילת,79003,3,2,אגד
כרמיאל,15090,90,1,אגד
כרמיאל,15090,90,2,אגד
בית שמש,10323,323,1,בית שמש אקספרס
מטה יהודה,10323,323,1,בית שמש אקספרס
יואב,10323,323,1,בית שמש אקספרס
קרית גת,10323,323,1,בית שמש אקספרס
חמד,11436,436,2,מטרופולין
צפריה,11436,436,2,מטרופולין
אור יהודה,11436,436,2,מטרופולין
גבעת שמואל,11436,436,2,מטרופולין
בני ברק,11436,436,2,מטרופולין
כפר בלום,11030,30,2,אגד
גונן,11032,32,2,אגד
להבות הבשן,11032,32,2,אגד
הגליל העליון,11032,32,2,אגד
נאות מרדכי,11032,32,2,אגד
כפר בלום,11032,32,2,אגד
קרית שמונה,11032,32,2,אגד
דפנה,11035,35,2,אגד
הגליל העליון,11035,35,2,אגד
שאר ישוב,11035,35,2,אגד
הגושרים,11035,35,2,אגד
בית הלל,11035,35,2,אגד
דן,11035,35,2,אגד
קרית שמונה,11035,35,2,אגד
ירושלים,34001,1,2,אקסטרה ירושלים
ביתר עילית,13221,221,1,קווים
ירושלים,13221,221,1,קווים
ביתר עילית,11224,224,1,קווים
ירושלים,11224,224,1,קווים
ביתר עילית,12131,131,1,קווים
מטה יהודה,12131,131,1,קווים
אלעד,12131,131,1,קווים
ביתר עילית,12241,241,1,קווים
ירושלים,12241,241,1,קווים
ביתר עילית,12244,244,1,קווים
ירושלים,12244,244,1,קווים
ביתר עילית,16222,222,1,קווים
ירושלים,16222,222,1,קווים
נתניה,11177,177,2,קווים
ביתר עילית,11177,177,2,קווים
ביתר עילית,18175,175,1,קווים
מטה יהודה,18175,175,1,קווים
יסודות,18175,175,1,קווים
נחל שורק,18175,175,1,קווים
בית חלקיה,18175,175,1,קווים
יואב,18175,175,1,קווים
באר טוביה,18175,175,1,קווים
קרית מלאכי,18175,175,1,קווים
קרית מלאכי,18175,175,2,קווים
מפעלי צומת מלאכי,18175,175,2,קווים
באר טוביה,18175,175,2,קווים
יואב,18175,175,2,קווים
נחל שורק,18175,175,2,קווים
בית חלקיה,18175,175,2,קווים
יסודות,18175,175,2,קווים
מטה יהודה,18175,175,2,קווים
ביתר עילית,18175,175,2,קווים
ירושלים,11224,224,2,קווים
ביתר עילית,11224,224,2,קווים
ביתר עילית,12129,129,1,קווים
מטה יהודה,12129,129,1,קווים
גנות,12129,129,1,קווים
אור יהודה,12129,129,1,קווים
רמת גן,12129,129,1,קווים
גבעת שמואל,12129,129,1,קווים
בני ברק,12129,129,1,קווים
ביתר עילית,12242,242,1,קווים
ירושלים,12242,242,1,קווים
ירושלים,12242,242,2,קווים
ביתר עילית,12242,242,2,קווים
ירושלים,12244,244,2,קווים
ביתר עילית,12244,244,2,קווים
ביתר עילית,13176,176,1,קווים
רחובות,13176,176,1,קווים
רחובות,13176,176,2,קווים
ביתר עילית,13176,176,2,קווים
ירושלים,16222,222,2,קווים
ביתר עילית,16222,222,2,קווים
ביתר עילית,18279,279,1,קווים
ירושלים,18279,279,1,קווים
ירושלים,18279,279,2,קווים
ביתר עילית,18279,279,2,קווים
ביתר עילית,21134,134,1,קווים
מטה יהודה,21134,134,1,קווים
לוד,21134,134,1,קווים
רמלה,21134,134,1,קווים
ניר צבי,21134,134,1,קווים
ראשון לציון,21134,134,1,קווים
כפר חב''ד,21134,134,1,קווים
ביתר עילית,11177,177,1,קווים
נתניה,11177,177,1,קווים
בני ברק,12129,129,2,קווים
אור יהודה,12129,129,2,קווים
מטה יהודה,12129,129,2,קווים
ביתר עילית,12129,129,2,קווים
ביתר עילית,51007,7,1,קווים
בית שמש,11895,895,2,קווים
מטה יהודה,11895,895,2,קווים
מסילת ציון,11895,895,2,קווים
מטה בנימין,11895,895,2,קווים
גזר,11895,895,2,קווים
מודיעין מכבים רעות,11895,895,2,קווים
חבל מודיעין,11895,895,2,קווים
לפיד,11895,895,2,קווים
מודיעין עילית,11895,895,2,קווים
מודיעין עילית,10586,586,1,קווים
בית קמה,10586,586,1,קווים
נתיבות,10586,586,1,קווים
מודיעין עילית,10587,587,1,קווים
מרחבים,10587,587,1,קווים
בני שמעון,10587,587,1,קווים
אופקים,10587,587,1,קווים
מודיעין עילית,11588,588,1,קווים
מרחבים,11588,588,1,קווים
תפרח,11588,588,1,קווים
דימונה,12459,459,2,מטרופולין
ירוחם,12459,459,2,מטרופולין
רמת הנגב,12459,459,2,מטרופולין
יואב,12459,459,2,מטרופולין
בית גוברין,12459,459,2,מטרופולין
מטה יהודה,12459,459,2,מטרופולין
בית שמש,12459,459,2,מטרופולין
באר שבע,21045,45,1,מטרופולין
נאות חובב,21045,45,1,מטרופולין
רמת הנגב,21045,45,1,מטרופולין
משאבי שדה,21045,45,1,מטרופולין
רביבים,21045,45,1,מטרופולין
כפר רתמים,21045,45,1,מטרופולין
ערד,23047,47,2,מטרופולין
כסיפה,23047,47,2,מטרופולין
ערערה בנגב,23047,47,2,מטרופולין
דימונה,23047,47,2,מטרופולין
ירושלים,12441,441,2,דן בדרום
יסודות,12441,441,2,דן בדרום
נחל שורק,12441,441,2,דן בדרום
בית חלקיה,12441,441,2,דן בדרום
גדרה,12441,441,2,דן בדרום
תל אביב יפו,14386,386,2,תנופה
רמת גן,14386,386,2,תנופה
בני ברק,14386,386,2,תנופה
